country_clean,case_number,year,mining_case,economy_classification
"Venezuela, Bolivarian Republic Of",,2022,No,Developing
Algeria,,2022,No,Developing
Czechia,,2022,No,Developed
Viet Nam,,2022,No,Developing
Viet Nam,,2022,No,Developing
Ecuador,,2022,Yes,Developing
Ethiopia,,2022,No,Developing
Ecuador,,2022,No,Developing
Equatorial Guinea,,2022,No,Developing
Albania,,2022,No,Developed
Ukraine,,2022,No,Developed
Iraq,,2022,No,Developing
"Tanzania, United Republic Of",,2022,No,Developing
Colombia,,2022,No,Developing
"Tanzania, United Republic Of",,2022,No,Developing
Canada,,2022,Yes,Developed
Egypt,,2021,Yes,Developing
Bahrain,,2021,No,Developing
"Korea, Republic Of",,2021,No,Developed
India,,2021,Yes,Developing
Ghana,,2021,No,Developing
North Macedonia,,2021,No,Developed
Dominican Republic,,2021,No,Developing
Ecuador,,2021,No,Developing
Albania,,2021,No,Developed
"Venezuela, Bolivarian Republic Of",,2021,No,Developing
Peru,,2021,No,Developing
"Venezuela, Bolivarian Republic Of",,2021,No,Developing
Ukraine,,2021,No,Developed
China,,2021,No,Developing
Algeria,,2021,No,Developing
Latvia,,2021,No,Developed
France,,2021,Yes,Developed
Jordan,,2021,No,Developing
Finland,,2021,No,Developed
"Korea, Republic Of",,2021,No,Developed
Peru,,2020,Yes,Developing
China,,2020,Yes,Developing
Montenegro,,2020,No,Developed
North Macedonia,,2020,Yes,Developed
"Bolivia, Plurinational State Of",,2020,No,Developing
Kyrgyzstan,,2020,No,Developing
India,,2020,No,Developing
"Moldova, Republic Of",,2020,No,Developed
Poland,,2020,No,Developed
India,,2020,No,Developing
Philippines,,2020,No,Developing
Libya,,2020,No,Developing
Mozambique,,2020,No,Developing
Poland,,2020,Yes,Developed
Bahrain,,2020,No,Developing
Egypt,,2020,No,Developing
Saudi Arabia,,2020,No,Developing
United Arab Emirates,,2020,No,Developing
Kyrgyzstan,,2020,No,Developing
Croatia,,2020,No,Developed
"Venezuela, Bolivarian Republic Of",,2020,No,Developing
Japan,,2020,No,Developed
Romania,,2020,No,Developed
Romania,,2020,No,Developed
Ukraine,,2020,No,Developed
Dominican Republic,,2020,No,Developing
Canada,,2020,No,Developed
"Bolivia, Plurinational State Of",,2020,No,Developing
Ecuador,,2019,No,Developing
Ethiopia,,2019,No,Developing
Kuwait,,2019,No,Developing
Türkiye,,2019,No,Developing
Dominican Republic,,2019,No,Developing
Azerbaijan,,2019,No,Developing
Panama,,2019,No,Developing
Philippines,,2019,Yes,Developing
Viet Nam,,2019,No,Developing
"Venezuela, Bolivarian Republic Of",,2019,No,Developing
Egypt,,2019,No,Developing
Canada,,2019,No,Developed
"Venezuela, Bolivarian Republic Of",,2019,No,Developing
Guatemala,,2019,No,Developing
Greece,,2019,No,Developed
Kyrgyzstan,,2019,No,Developing
India,,2019,No,Developing
Poland,,2019,No,Developed
European Union,,2019,No,Developed
Mexico,,2019,Yes,Developing
Georgia,,2019,No,Developing
Peru,,2019,No,Developing
Saudi Arabia,,2019,No,Developing
Georgia,,2019,Yes,Developing
Lithuania,,2019,No,Developed
Russian Federation,,2019,No,Developed
Ukraine,,2019,No,Developed
Canada,,2019,Yes,Developed
Ecuador,,2019,No,Developing
China,,2019,No,Developing
Egypt,,2018,No,Developing
Czechia,,2018,No,Developed
Mexico,,2018,No,Developing
Pakistan,,2018,No,Developing
"Tanzania, United Republic Of",,2018,No,Developing
Saudi Arabia,,2018,No,Developing
Colombia,,2018,No,Developing
Kuwait,,2018,No,Developing
Mauritius,,2018,No,Developing
Russian Federation,,2018,No,Developed
Estonia,,2018,No,Developed
"Korea, Republic Of",,2018,No,Developed
Poland,,2018,Yes,Developed
Czechia,,2018,No,Developed
Czechia,,2018,No,Developed
Libya,,2018,No,Developing
Libya,,2018,No,Developing
Ukraine,,2018,No,Developed
Georgia,,2018,No,Developing
Poland,,2018,No,Developed
Saudi Arabia,,2018,No,Developing
Croatia,,2018,No,Developed
Kuwait,,2018,No,Developing
Dominican Republic,,2018,No,Developing
Belarus,,2018,No,Developed
"Korea, Republic Of",,2018,No,Developed
Mongolia,,2018,Yes,Developing
Gabon,,2018,Yes,Developing
Ukraine,,2018,No,Developed
"Bolivia, Plurinational State Of",,2018,Yes,Developing
Mexico,,2018,No,Developing
Dominican Republic,,2018,No,Developing
Peru,,2018,Yes,Developing
Kyrgyzstan,,2018,No,Developing
Panama,,2018,No,Developing
"Korea, Republic Of",,2018,No,Developed
"Korea, Republic Of",,2018,No,Developed
Libya,,2018,No,Developing
"Tanzania, United Republic Of",,2018,No,Developing
"Venezuela, Bolivarian Republic Of",,2018,No,Developing
Libya,,2018,No,Developing
Albania,,2018,No,Developed
Spain,,2018,No,Developed
Kyrgyzstan,,2018,No,Developing
Canada,,2018,Yes,Developed
Nigeria,,2018,No,Developing
Uruguay,,2017,Yes,Developing
Bosnia And Herzegovina,,2017,No,Developed
Egypt,,2017,No,Developing
Poland,,2017,No,Developed
Australia,,2017,No,Developed
Bahrain,,2017,No,Developing
Oman,,2017,No,Developing
North Macedonia,,2017,Yes,Developed
Ukraine,,2017,No,Developed
India,,2017,No,Developing
Cuba,,2017,No,Developing
Viet Nam,,2017,No,Developing
Algeria,,2017,No,Developing
Czechia,,2017,No,Developed
Spain,,2017,No,Developed
Czechia,,2017,No,Developed
Honduras,,2017,No,Developing
Poland,,2017,No,Developed
Guatemala,,2017,No,Developing
Ethiopia,,2017,Yes,Developing
Georgia,,2017,No,Developing
Thailand,,2017,Yes,Developing
Egypt,,2017,No,Developing
Colombia,,2017,No,Developing
India,,2017,No,Developing
Poland,,2017,No,Developed
Mauritius,,2017,No,Developing
Chile,,2017,No,Developing
Egypt,,2017,No,Developing
Benin,,2017,No,Developing
Lao People'S Democratic Republic,,2017,No,Developing
Mexico,,2017,No,Developing
Poland,,2017,No,Developed
China,,2017,No,Developing
North Macedonia,,2017,Yes,Developed
Canada,,2017,No,Developed
Spain,,2017,No,Developed
Libya,,2017,No,Developing
Libya,,2017,No,Developing
India,,2017,No,Developing
Czechia,,2016,No,Developed
Ecuador,,2016,No,Developing
India,,2016,No,Developing
Lesotho,,2016,Yes,Developing
Libya,,2016,No,Developing
Spain,,2016,Yes,Developed
Colombia,,2016,Yes,Developing
Libya,,2016,No,Developing
Poland,,2016,Yes,Developed
Montenegro,,2016,Yes,Developed
Spain,,2016,No,Developed
Libya,,2016,No,Developing
"Moldova, Republic Of",,2016,No,Developed
"Bolivia, Plurinational State Of",,2016,Yes,Developing
Kazakhstan,,2016,Yes,Developing
Peru,,2016,No,Developing
Spain,,2016,No,Developed
Syrian Arab Republic,,2016,No,Developing
Libya,,2016,No,Developing
"Venezuela, Bolivarian Republic Of",,2016,No,Developing
Slovakia,,2016,No,Developed
Russian Federation,,2016,Yes,Developed
Mexico,,2016,No,Developing
Egypt,,2016,No,Developing
Libya,,2016,No,Developing
Russian Federation,,2016,No,Developed
Libya,,2016,No,Developing
Russian Federation,,2016,No,Developed
India,,2016,No,Developing
Dominican Republic,,2016,No,Developing
Russian Federation,,2016,No,Developed
Italy,,2016,No,Developed
Ukraine,,2016,Yes,Developed
India,,2016,Yes,Developing
Senegal,,2015,No,Developing
Russian Federation,,2015,No,Developed
Spain,,2015,No,Developed
Jordan,,2015,No,Developing
Czechia,,2015,No,Developed
Czechia,,2015,No,Developed
India,,2015,Yes,Developing
Italy,,2015,No,Developed
"Venezuela, Bolivarian Republic Of",,2015,No,Developing
"Korea, Republic Of",,2015,No,Developed
Russian Federation,,2015,No,Developed
Romania,,2015,No,Developed
Spain,,2015,No,Developed
"Venezuela, Bolivarian Republic Of",,2015,No,Developing
Italy,,2015,No,Developed
Argentina,,2015,No,Developing
Indonesia,,2015,Yes,Developing
Ukraine,,2015,Yes,Developed
Gabon,,2015,No,Developing
Ukraine,,2015,Yes,Developed
Russian Federation,,2015,No,Developed
Ecuador,,2015,No,Developing
Kazakhstan,,2015,No,Developing
Poland,,2015,No,Developed
Montenegro,,2015,Yes,Developed
Poland,,2015,Yes,Developed
Spain,,2015,No,Developed
"Bolivia, Plurinational State Of",,2015,No,Developing
Russian Federation,,2015,No,Developed
Russian Federation,,2015,Yes,Developed
Mauritius,,2015,No,Developing
Canada,,2015,No,Developed
Mexico,,2015,No,Developing
Spain,,2015,No,Developed
Russian Federation,,2015,No,Developed
Libya,,2015,No,Developing
Russian Federation,,2015,No,Developed
Libya,,2015,No,Developing
Czechia,,2015,No,Developed
Czechia,,2014,No,Developed
Cyprus,,2014,No,Developed
Czechia,,2014,No,Developed
Costa Rica,,2014,No,Developing
Dominican Republic,,2014,No,Developing
Mozambique,,2014,No,Developing
Viet Nam,,2014,No,Developing
Russian Federation,,2014,No,Developed
Poland,,2014,No,Developed
Czechia,,2014,No,Developed
Poland,,2014,No,Developed
Poland,,2014,No,Developed
"Bolivia, Plurinational State Of",,2014,No,Developing
Latvia,,2014,No,Developed
India,,2014,No,Developing
Canada,,2014,No,Developed
Russian Federation,,2014,Yes,Developed
Libya,,2014,No,Developing
Poland,,2014,No,Developed
"Bolivia, Plurinational State Of",,2014,No,Developing
Latvia,,2014,No,Developed
Cyprus,,2014,No,Developed
Poland,,2014,No,Developed
Viet Nam,,2014,No,Developing
"Moldova, Republic Of",,2014,No,Developed
Türkiye,,2014,No,Developing
India,,2014,No,Developing
Czechia,,2014,No,Developed
Slovakia,,2013,No,Developed
Poland,,2013,No,Developed
Czechia,,2013,No,Developed
Costa Rica,,2013,No,Developing
Latvia,,2013,No,Developed
Albania,,2013,No,Developed
United States,,2013,No,Developed
Spain,,2013,No,Developed
Madagascar,,2013,No,Developing
India,,2013,No,Developing
Canada,,2013,No,Developed
Turkmenistan,,2013,No,Developing
Czechia,,2013,No,Developed
Peru,,2013,No,Developing
Czechia,,2013,No,Developed
Spain,,2013,No,Developed
Czechia,,2013,No,Developed
Poland,,2013,No,Developed
Mexico,,2013,No,Developing
India,,2013,No,Developing
Kyrgyzstan,,2013,No,Developing
Canada,,2013,Yes,Developed
Serbia,,2013,Yes,Developed
United States,,2013,No,Developed
Czechia,,2013,No,Developed
United States,,2013,No,Developed
Kyrgyzstan,,2013,No,Developing
Czechia,,2013,No,Developed
Viet Nam,,2013,No,Developing
Libya,,2013,No,Developing
Libya,,2013,No,Developing
"Bolivia, Plurinational State Of",,2013,Yes,Developing
Kyrgyzstan,,2013,Yes,Developing
Serbia,,2013,No,Developed
Slovakia,,2013,No,Developed
"Venezuela, Bolivarian Republic Of",,2013,Yes,Developing
Czechia,,2013,No,Developed
Canada,,2013,No,Developed
Kazakhstan,,2013,Yes,Developing
Russian Federation,,2013,Yes,Developed
Pakistan,,2012,No,Developing
"Moldova, Republic Of",,2012,No,Developed
Spain,,2012,No,Developed
Indonesia,ARB/12/40,2012,Yes,Developing
India,,2012,No,Developing
Poland,,2012,No,Developed
"Venezuela, Bolivarian Republic Of",,2012,No,Developing
Lithuania,,2012,No,Developed
Kyrgyzstan,,2012,No,Developing
Egypt,,2012,No,Developing
Kyrgyzstan,,2012,No,Developing
India,,2012,No,Developing
Algeria,,2012,No,Developing
Pakistan,,2012,No,Developing
Russian Federation,,2012,No,Developed
Lao People'S Democratic Republic,,2012,No,Developing
Poland,,2012,No,Developed
"Moldova, Republic Of",,2012,No,Developed
Lesotho,,2012,Yes,Developing
"Bolivia, Plurinational State Of",,2011,No,Developing
Indonesia,,2011,No,Developing
Libya,,2011,No,Developing
Egypt,,2011,Yes,Developing
Kyrgyzstan,,2011,No,Developing
Kyrgyzstan,,2011,No,Developing
Ecuador,,2011,Yes,Developing
Canada,,2011,No,Developed
Viet Nam,,2011,No,Developing
Syrian Arab Republic,,2011,No,Developing
Libya,,2011,No,Developing
Mongolia,,2011,Yes,Developing
Ecuador,,2011,No,Developing
Canada,,2011,No,Developed
Ecuador,,2011,Yes,Developing
Uzbekistan,,2011,Yes,Developing
Australia,,2011,No,Developed
Peru,,2011,Yes,Developing
Canada,,2011,Yes,Developed
Spain,,2011,No,Developed
Ecuador,,2011,Yes,Developing
Canada,,2010,No,Developed
"Bolivia, Plurinational State Of",,2010,No,Developing
Barbados,,2010,No,Developing
Mongolia,,2010,Yes,Developing
Lithuania,,2010,No,Developed
Turkmenistan,,2010,No,Developing
Belize,,2010,No,Developing
Belize,,2010,No,Developing
"Moldova, Republic Of",,2010,No,Developed
Canada,,2010,No,Developed
"Bolivia, Plurinational State Of",,2010,No,Developing
Viet Nam,,2010,No,Developing
"Bolivia, Plurinational State Of",,2010,Yes,Developing
Ecuador,,2010,Yes,Developing
Bulgaria,,2010,No,Developed
Kazakhstan,,2010,Yes,Developing
India,,2010,Yes,Developing
United States,,2009,No,Developed
"Moldova, Republic Of",,2009,No,Developed
United States,,2009,No,Developed
Canada,,2009,No,Developed
Russian Federation,,2009,No,Developed
Ecuador,,2009,Yes,Developing
Canada,,2009,No,Developed
Belize,,2009,No,Developing
Poland,,2009,No,Developed
Czechia,,2009,No,Developed
Hungary,,2009,No,Developed
"Bolivia, Plurinational State Of",,2009,No,Developing
Slovakia,,2009,No,Developed
Kazakhstan,,2009,No,Developing
Ecuador,,2009,No,Developing
Argentina,,2009,No,Developing
Poland,,2009,No,Developed
Ecuador,,2009,No,Developing
Russian Federation,,2009,No,Developed
Czechia,,2009,No,Developed
Slovakia,,2008,No,Developed
"Bolivia, Plurinational State Of",,2008,No,Developing
Tajikistan,,2008,Yes,Developing
Slovakia,,2008,No,Developed
United States,,2008,No,Developed
Slovakia,,2008,No,Developed
Canada,,2008,Yes,Developed
Czechia,,2008,No,Developed
Slovakia,,2008,No,Developed
Libya,,2008,No,Developing
Czechia,,2008,No,Developed
Georgia,,2008,No,Developing
Poland,,2008,Yes,Developed
Czechia,,2008,No,Developed
"Venezuela, Bolivarian Republic Of",,2008,Yes,Developing
Czechia,,2008,No,Developed
Ukraine,,2008,No,Developed
Ukraine,,2008,Yes,Developed
Poland,,2008,Yes,Developed
"Iran, Islamic Republic Of",,2008,No,Developing
Croatia,,2007,No,Developed
Ethiopia,,2007,No,Developing
Serbia,,2007,No,Developed
United States,,2007,No,Developed
Czechia,,2007,No,Developed
Canada,,2007,No,Developed
Czechia,,2007,No,Developed
Lithuania,,2007,No,Developed
Ukraine,,2007,No,Developed
Mongolia,,2007,Yes,Developing
Russian Federation,,2007,Yes,Developed
Dominican Republic,,2007,No,Developing
Dominican Republic,,2007,No,Developing
Armenia,,2007,No,Developing
Türkiye,,2006,No,Developing
Ecuador,,2006,Yes,Developing
Canada,,2006,No,Developed
Canada,,2006,No,Developed
Poland,,2006,No,Developed
Slovakia,,2006,No,Developed
Kyrgyzstan,,2006,Yes,Developing
Uzbekistan,,2006,No,Developing
United Kingdom,,2006,No,Developed
Poland,,2006,No,Developed
Ukraine,,2005,No,Developed
Czechia,,2005,No,Developed
"Moldova, Republic Of",,2005,No,Developed
United States,,2005,No,Developed
Czechia,,2005,No,Developed
Russian Federation,,2005,Yes,Developed
Czechia,,2005,No,Developed
Czechia,,2005,No,Developed
Serbia,,2005,Yes,Developed
Czechia,,2005,No,Developed
Russian Federation,,2005,Yes,Developed
Argentina,,2005,No,Developing
Russian Federation,,2005,Yes,Developed
Thailand,,2005,No,Developing
Russian Federation,,2005,Yes,Developed
India,,2004,No,Developing
India,,2004,No,Developing
Russian Federation,,2004,No,Developed
India,,2004,No,Developing
"Moldova, Republic Of",,2004,No,Developed
Poland,,2004,No,Developed
Canada,,2004,No,Developed
India,,2004,No,Developing
India,,2004,No,Developing
Czechia,,2004,No,Developed
India,,2004,No,Developing
United States,,2004,No,Developed
India,,2004,No,Developing
India,,2004,No,Developing
United States,,2004,No,Developed
United States,,2004,No,Developed
Viet Nam,,2004,No,Developing
Croatia,,2004,No,Developed
Argentina,,2003,No,Developing
India,,2003,No,Developing
Argentina,,2003,No,Developing
Saudi Arabia,ARB/03/01,2003,No,Developing
Ecuador,,2003,Yes,Developing
Poland,,2003,No,Developed
United States,,2003,Yes,Developed
Argentina,,2003,No,Developing
Panama,,2003,No,Developing
Kyrgyzstan,,2003,No,Developing
Tunisia,,2003,No,Developing
Ghana,,2003,No,Developing
United States,,2002,No,Developed
Canada,,2002,No,Developed
Lebanon,,2002,No,Developing
Mexico,,2002,No,Developing
Mexico,,2002,No,Developing
United States,,2002,No,Developed
Czechia,,2002,No,Developed
Ecuador,,2002,Yes,Developing
Romania,,2002,No,Developed
Mexico,,2002,No,Developing
Mexico,,2001,No,Developing
Kazakhstan,,2001,No,Developing
Poland,,2001,No,Developed
Latvia,,2001,No,Developed
Czechia,,2001,No,Developed
Czechia,,2000,No,Developed
Lebanon,,2000,No,Developing
Germany,,2000,No,Developed
Russian Federation,,2000,No,Developed
Canada,,2000,No,Developed
Czechia,,1999,No,Developed
"Moldova, Republic Of",,1999,No,Developed
United States,,1999,No,Developed
Canada,,1999,No,Developed
Latvia,,1999,No,Developed
Uruguay,,1998,No,Developing
Canada,,1998,No,Developed
Poland,,1998,No,Developed
Mexico,,1997,No,Developing
Canada,,1997,No,Developed
Poland,,1996,No,Developed
Kazakhstan,,1996,Yes,Developing
Poland,,1996,No,Developed
Poland,,1996,No,Developed
Russian Federation,,1996,No,Developed
Poland,,1994,No,Developed
Ukraine,ARB/25/28,2025,No,Developed
Cyprus,ARB/25/45,2025,No,Developed
Mexico,ARB/25/17,2025,No,Developing
Bangladesh,ARB/25/52,2025,No,Developing
Mexico,ARB/25/32,2025,No,Developing
Colombia,ARB/25/16,2025,No,Developing
Italy,ARB/25/34,2025,No,Developed
Panama,ARB/25/39,2025,No,Developing
Mexico,ARB/25/49,2025,No,Developing
Uruguay,ARB/25/35,2025,No,Developing
Ghana,2025-21,2025,Yes,Developing
Myanmar,ARB(AF)/25/1,2025,Yes,Developing
Peru,ARB/25/14,2025,No,Developing
Chile,ARB/25/50,2025,No,Developing
Turkmenistan,ARB/25/40,2025,Yes,Developing
Colombia,ARB/25/5,2025,No,Developing
Mexico,ARB/25/7,2025,No,Developing
Colombia,ARB/25/53,2025,No,Developing
Honduras,,2025,No,Developing
Ukraine,ARB/25/10,2025,No,Developed
Ukraine,ARB/25/41,2025,Yes,Developed
Mexico,ARB/25/30,2025,Yes,Developing
Angola,ARB/25/21,2025,No,Developing
Panama,ARB/25/29,2025,No,Developing
Ecuador,ARB/25/46,2025,No,Developing
El Salvador,ARB/25/6,2025,No,Developing
Panama,ARB/25/18,2025,Yes,Developing
Costa Rica,ARB/25/33,2025,No,Developing
Venezuela,ARB(AF)/25/2,2025,Yes,Developing
Venezuela,ARB(AF)/25/6,2025,Yes,Developing
Algeria,ARB/25/11,2025,No,Developing
Costa Rica,ARB(AF)/25/3,2025,No,Developing
Uzbekistan,ARB/25/24,2025,No,Developing
Armenia,,2025,No,Developing
France,ARB/25/26,2025,No,Developed
Pakistan,,2025,No,Developing
Morocco,ARB/25/22,2025,Yes,Developing
Panama,ARB/25/20,2025,Yes,Developing
Belgium,ARB(AF)/25/5,2025,No,Developed
Colombia,ARB/25/4,2025,No,Developing
Paraguay,ARB/25/31,2025,No,Developing
Algeria,ARB/25/55,2025,No,Developing
Ukraine,ARB/25/47,2025,No,Developed
Honduras,ARB(AF)/25/4,2025,No,Developing
Tanzania,ARB/25/42,2025,Yes,Developing
Moldova,ARB/25/25,2025,No,Developed
Ukraine,ARB/25/3,2025,Yes,Developed
Montenegro,ARB/25/36,2025,Yes,Developed
Malaysia,ARB/25/27,2025,No,Developing
Kenya,ARB/25/54,2025,No,Developing
Comoros,ARB/25/15,2025,No,Developing
Kazakhstan,ARB/25/13,2025,Yes,Developing
United Kingdom,ARB/25/37,2025,Yes,Developed
Senegal,ARB/25/23,2025,Yes,Developing
Kazakhstan,,2025,Yes,Developing
Ukraine,ARB/24/1,2024,No,Developed
Uruguay,2025-39,2024,Yes,Developing
Russia,2025-02,2024,No,Developed
Mexico,ARB/24/23,2024,Yes,Developing
Tanzania,ARB/24/42,2024,No,Developing
Uruguay,ARB/24/11,2024,No,Developing
Mexico,ARB/24/49,2024,No,Developing
Mexico,ARB/24/21,2024,Yes,Developing
Belgium,ARB/24/15,2024,No,Developed
Spain,ARB/24/22,2024,Yes,Developed
Colombia,ARB/24/25,2024,Yes,Developing
Ukraine,ARB/24/35,2024,No,Developed
Honduras,ARB/24/24,2024,No,Developing
Turkey,ARB/24/46,2024,No,Developing
Mozambique,2025-10,2024,No,Developing
Romania,ARB/24/18,2024,No,Developed
Netherlands,ARB/24/44,2024,Yes,Developed
Russia,,2024,No,Developed
Russia,,2024,No,Developed
Panama,ARB/24/26,2024,Yes,Developing
Luxembourg,2025-42,2024,No,Developed
Mexico,ARB/24/5,2024,No,Developing
Rwanda,ARB/24/48,2024,No,Developing
Lithuania,2025-16,2024,No,Developed
India,2024-51,2024,Yes,Developing
Colombia,ARB/24/3,2024,No,Developing
Serbia,ARB/24/10,2024,No,Developed
Ethiopia,2024-44,2024,No,Developing
Spain,ARB/24/4,2024,No,Developed
Turkmenistan,ARB/24/13,2024,No,Developing
Angola,ARB/24/8,2024,No,Developing
Belarus,ARB/24/7,2024,No,Developed
Tunisia,ARB/24/52,2024,Yes,Developing
Croatia,ARB/24/19,2024,Yes,Developed
Poland,ARB(AF)/24/1,2024,No,Developed
Chile,ARB/24/30,2024,No,Developing
Uruguay,ARB/24/14,2024,No,Developing
Bulgaria,ARB/24/2,2024,No,Developed
Trinidad And Tobago,ARB/24/17,2024,No,Developing
Panama,ARB/24/27,2024,Yes,Developing
Panama,ARB/24/12,2024,Yes,Developing
Czechia,,2024,No,Developed
Canada,ARB/24/50,2024,Yes,Developed
Mozambique,ARB/24/4,2024,Yes,Developing
Burkina Faso,ARB/24/51,2024,Yes,Developing
Finland,ARB/24/38,2024,No,Developed
Honduras,ARB/24/32,2024,No,Developing
United Arab Emirates,ARB/24/16,2024,No,Developing
Hungary,ARB/24/6,2024,No,Developed
Finland,ARB/24/37,2024,No,Developed
Philippines,ARB/24/41,2024,No,Developing
Peru,ARB/24/53,2024,No,Developing
India,2024-43,2024,Yes,Developing
Canada,2025-09,2024,No,Developed
Armenia,ARB/24/20,2024,Yes,Developing
Poland,ARB(AF)/24/2,2024,No,Developed
Russia,,2024,Yes,Developed
Russia,2024-42,2024,Yes,Developed
Honduras,ARB/24/31,2024,No,Developing
Poland,,2024,Yes,Developed
Australia,2024-23,2024,Yes,Developed
Australia,2024-48,2024,No,Developed
Canada,2009-04,1970,No,Developed
Ecuador,2009-23,1970,No,Developing
Russian Federation,2015-07,2015,No,Developed
Russian Federation,2015-21,2015,No,Developed
South Korea,2018-51,2018,No,Developed
Peru,2019-46,2018,Yes,Developing
European Union,2020-07,2019,No,Developed
Libya,2020-09,2018,No,Developing
Ecuador,2020-19,2019,No,Developing
Oman,2020-53,2020,No,Developing
"Bolivia, Plurinational State Of",2021-05,2020,No,Developing
Canada,2021-26,2020,No,Developed
China,2021-30,1970,No,Developing
Ecuador,2021-31,2021,No,Developing
"Venezuela, Bolivarian Republic Of",2021-35,1970,No,Developing
India,2021-38,1970,No,Developing
Dominica,2022-01,2021,No,Developing
"Venezuela, Bolivarian Republic Of",2022-02,1970,No,Developing
"Venezuela, Bolivarian Republic Of",2022-03,1970,No,Developing
South Korea,2022-12,2021,No,Developed
France,2022-13,2021,Yes,Developed
India,2022-34,1970,No,Developing
Azerbaijan,2022-49,2022,No,Developing
Panama,2022-50,1970,No,Developing
United States,2023-03,2023,No,Developed
"Tanzania, United Republic Of",2023-13,2022,No,Developing
Peru,2023-22,2022,No,Developing
"Venezuela, Bolivarian Republic Of",2023-32,1970,No,Developing
Ecuador,2023-35,1970,No,Developing
Colombia,2023-37,2022,No,Developing
Ethiopia,2023-61,2022,No,Developing
Albania,2023-64,2023,No,Developed
Armenia,2023-66,1970,Yes,Developing
Australia,2023-67,2023,No,Developed
Qatar,2023-78,2022,No,Developing
Lithuania,2024-03,2023,No,Developed
Egypt,2024-46,2023,No,Developing
Guinea,2025-11,1970,Yes,Developing
Netherlands,2025-47,2025,No,Developed
Kazakhstan,2026-08,2025,Yes,Developing
