,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
887,1161,ARB/07/28,E.T.I. Euro Telecom International N.V.,Y,Plurinational State of Bolivia ,Concluded,Y,2007-10-31 00:00:00,Y,"Bolivia, Plurinational State of",BOL,pycountry,2007,10,31,No
888,1162,ARB/07/27,Venezuela Holdings B.V. and others,Y,Bolivarian Republic of Venezuela,Concluded,Y,2007-10-10 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2007,10,10,Yes
889,1166,ARB/07/26,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa",Y,Argentine Republic ,Concluded,Y,2007-10-01 00:00:00,Y,Argentina,ARG,pycountry,2007,10,1,No
890,1167,ARB/07/25,"Trans-Global Petroleum, Inc.",Y,Hashemite Kingdom of Jordan,Concluded,Y,2007-09-24 00:00:00,Y,Jordan,JOR,pycountry,2007,9,24,Yes
891,1168,ARB/07/24,Gustav F W Hamester GmbH & Co KG,Y,Republic of Ghana,Concluded,Y,2007-09-24 00:00:00,Y,Ghana,GHA,pycountry,2007,9,24,No
892,1169,ARB/05/8,Parkerings-Compagniet AS,Y,Republic of Lithuania ,Concluded,Y,2005-05-16 00:00:00,Y,Lithuania,LTU,pycountry,2005,5,16,No
893,1170,ARB/06/20,Newmont USA Limited and Newmont (Uzbekistan) Limited,Y,Republic of Uzbekistan,Concluded,Y,2006-12-12 00:00:00,Y,Uzbekistan,UZB,pycountry,2006,12,12,Yes
894,1171,ARB/06/14,Shell Brands International AG and Shell Nicaragua S.A.,Y,Republic of Nicaragua ,Concluded,Y,2006-08-11 00:00:00,Y,Nicaragua,NIC,pycountry,2006,8,11,No
895,1172,ARB/06/6,Rail World LLC and others,Y,Republic of Estonia ,Concluded,Y,2006-04-05 00:00:00,Y,Estonia,EST,pycountry,2006,4,5,No
896,1173,ARB/05/10,"Malaysian Historical Salvors, SDN, BHD",Y,Malaysia ,Concluded,Y,2005-06-14 00:00:00,Y,Malaysia,MYS,pycountry,2005,6,14,No
897,1175,ARB(AF)/05/1,Bayview Irrigation District and others ,Y,United Mexican States ,Concluded,Y,2005-07-01 00:00:00,Y,Mexico,MEX,pycountry,2005,7,1,No
898,1176,CONC/05/1,Togo Electricité,Y,Republic of Togo ,Concluded,Y,2005-05-20 00:00:00,Y,Togo,TGO,embedded_pycountry,2005,5,20,No
899,1177,ARB/04/21,"Motorola Credit Corporation, Inc",Y,Republic of Turkey ,Concluded,Y,2004-12-28 00:00:00,Y,Turkey,,alias,2004,12,28,No
900,1178,ARB/04/20,RGA Reinsurance Company ,Y,Argentine Republic ,Concluded,Y,2004-11-11 00:00:00,Y,Argentina,ARG,pycountry,2004,11,11,No
901,1179,ARB/04/18,France Telecom S.A.,Y,Argentine Republic ,Concluded,Y,2004-08-26 00:00:00,Y,Argentina,ARG,pycountry,2004,8,26,No
902,1180,ARB/04/17,Interbrew Central European Holding B.V.,Y,Republic of Slovenia ,Concluded,Y,2004-08-25 00:00:00,Y,Slovenia,SVN,pycountry,2004,8,25,No
903,1181,ARB/04/15,Telenor Mobile Communications AS ,Y,Republic of Hungary ,Concluded,Y,2004-08-02 00:00:00,Y,Hungary,HUN,embedded_pycountry,2004,8,2,No
904,1182,ARB/04/10,Alstom Power Italia SpA and Alstom SpA ,Y,Republic of Mongolia ,Concluded,Y,2004-03-18 00:00:00,Y,Mongolia,MNG,embedded_pycountry,2004,3,18,No
905,1183,ARB/04/7,Sociedad Anónima Eduardo Vieira,Y,Republic of Chile ,Concluded,Y,2004-02-27 00:00:00,Y,Chile,CHL,pycountry,2004,2,27,No
906,1185,ARB/04/3,Cemex Asia Holdings Ltd,Y,Republic of Indonesia ,Concluded,Y,2004-01-27 00:00:00,Y,Indonesia,IDN,pycountry,2004,1,27,No
907,1186,ARB/04/2,Western NIS Enterprise Fund,Y,Ukraine ,Concluded,Y,2004-01-26 00:00:00,Y,Ukraine,UKR,pycountry,2004,1,26,No
908,1187,ARB(AF)/04/2,"Cargill, Incorporated",Y,Republic of Poland ,Concluded,Y,2004-07-07 00:00:00,Y,Poland,POL,pycountry,2004,7,7,No
909,1188,ARB/03/26,Inceysa Vallisoletana S.L.,Y,Republic of El Salvador ,Concluded,Y,2003-10-10 00:00:00,Y,El Salvador,SLV,pycountry,2003,10,10,No
910,1190,ARB/03/25,Fraport AG Frankfurt Airport Services Worldwide ,Y,Republic of the Philippines ,Concluded,Y,2003-10-09 00:00:00,Y,Philippines,PHL,pycountry,2003,10,9,No
911,1192,ARB/03/18,"Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A. ",Y,Argentine Republic ,Concluded,Y,2003-07-17 00:00:00,Y,Argentina,ARG,pycountry,2003,7,17,No
912,1193,ARB/03/16,ADC Affiliate Limited and ADC & ADMC Management Limited ,Y,Republic of Hungary ,Concluded,Y,2003-07-17 00:00:00,Y,Hungary,HUN,embedded_pycountry,2003,7,17,No
913,1194,ARB/03/12,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A.",Y,Argentine Republic,Concluded,Y,2003-06-05 00:00:00,Y,Argentina,ARG,pycountry,2003,6,5,No
914,1195,ARB/03/11,Joy Mining Machinery Limited ,Y,Arab Republic of Egypt ,Concluded,Y,2003-06-02 00:00:00,Y,Egypt,EGY,pycountry,2003,6,2,Yes
915,1197,ARB/03/8,Consortium Groupement L.E.S.I. - DIPENTA ,Y,People's Democratic Republic of Algeria ,Concluded,Y,2003-05-20 00:00:00,Y,Algeria,DZA,pycountry,2003,5,20,No
916,1198,ARB/03/7,Camuzzi International S.A.,Y,Argentine Republic ,Concluded,Y,2003-04-23 00:00:00,Y,Argentina,ARG,pycountry,2003,4,23,No
917,1199,ARB/03/6,"M.C.I. Power Group, L.C. and New Turbine, Inc.",Y,Republic of Ecuador ,Concluded,Y,2003-04-08 00:00:00,Y,Ecuador,ECU,pycountry,2003,4,8,No
918,1201,ARB/03/4,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.)",Y,Republic of Peru ,Concluded,Y,2003-03-26 00:00:00,Y,Peru,PER,pycountry,2003,3,26,No
919,1204,ARB/03/3,Impregilo S.p.A.,Y,Islamic Republic of Pakistan ,Concluded,Y,2003-03-03 00:00:00,Y,Pakistan,PAK,pycountry,2003,3,3,No
920,1205,ARB/03/1,Ed. Züblin AG,Y,Kingdom of Saudi Arabia ,Concluded,Y,2003-01-28 00:00:00,Y,Saudi Arabia,SAU,pycountry,2003,1,28,No
921,1206,CONC/03/1,TG World Petroleum Limited ,Y,Republic of Niger ,Concluded,Y,2003-12-08 00:00:00,Y,Niger,NER,embedded_pycountry,2003,12,8,Yes
922,1207,ARB/02/15,"Ahmonseto, Inc. and others",Y,Arab Republic of Egypt ,Concluded,Y,2002-11-18 00:00:00,Y,Egypt,EGY,pycountry,2002,11,18,No
923,1209,ARB/02/18,Tokios Tokelės,Y,Ukraine ,Concluded,Y,2002-12-20 00:00:00,Y,Ukraine,UKR,pycountry,2002,12,20,No
924,1210,ARB/02/14,CDC Group plc ,Y,Republic of Seychelles ,Concluded,Y,2002-11-07 00:00:00,Y,Seychelles,SYC,pycountry,2002,11,7,No
925,1212,ARB/02/13,Salini Costruttori S.p.A. and Italstrade S.p.A.,Y,Hashemite Kingdom of Jordan ,Concluded,Y,2002-11-07 00:00:00,Y,Jordan,JOR,pycountry,2002,11,7,No
926,1213,ARB/02/12,JacobsGibb Limited,Y,Hashemite Kingdom of Jordan ,Concluded,Y,2002-09-17 00:00:00,Y,Jordan,JOR,pycountry,2002,9,17,No
927,1214,ARB/02/11,Enrho St Limited,Y,Republic of Kazakhstan ,Concluded,Y,2002-09-06 00:00:00,Y,Kazakhstan,KAZ,pycountry,2002,9,6,No
928,1215,ARB/02/10,IBM World Trade Corp.,Y,Republic of Ecuador ,Concluded,Y,2002-09-06 00:00:00,Y,Ecuador,ECU,pycountry,2002,9,6,No
929,1216,ARB/02/9,"Champion Trading Company and Ameritrade International, Inc. ",Y,Arab Republic of Egypt ,Concluded,Y,2002-08-08 00:00:00,Y,Egypt,EGY,pycountry,2002,8,8,No
930,1217,ARB/02/7,Hussein Nuaman Soufraki ,Y,United Arab Emirates ,Concluded,Y,2002-06-18 00:00:00,Y,United Arab Emirates,ARE,pycountry,2002,6,18,No
931,1220,ARB/02/5,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi,Y,Republic of Turkey ,Concluded,Y,2002-05-02 00:00:00,Y,Turkey,,alias,2002,5,2,No
932,1221,ARB/02/4,Lafarge ,Y,Republic of Cameroon ,Concluded,Y,2002-04-22 00:00:00,Y,Cameroon,CMR,pycountry,2002,4,22,No
933,1222,ARB/02/3,Aguas del Tunari S.A.,Y,Republic of Bolivia ,Concluded,Y,2002-02-25 00:00:00,Y,"Bolivia, Plurinational State of",BOL,embedded_pycountry,2002,2,25,No
934,1223,ARB/02/2,Impregilo S.p.A.,Y,Islamic Republic of Pakistan ,Concluded,Y,2002-02-12 00:00:00,Y,Pakistan,PAK,pycountry,2002,2,12,No
935,1224,ARB/02/1,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.",Y,Argentine Republic ,Concluded,Y,2002-01-31 00:00:00,Y,Argentina,ARG,pycountry,2002,1,31,Yes
936,1227,ARB(AF)/02/1,Fireman's Fund Insurance Company,Y,United Mexican States ,Concluded,Y,2002-01-15 00:00:00,Y,Mexico,MEX,pycountry,2002,1,15,No
937,1228,ARB/01/14,"F-W Oil Interests, Inc.",Y,Republic of Trinidad & Tobago ,Concluded,Y,2001-11-29 00:00:00,Y,Trinidad and Tobago,TTO,alias,2001,11,29,Yes
938,1229,ARB/01/13,SGS Société Générale de Surveillance S.A. ,Y,Islamic Republic of Pakistan ,Concluded,Y,2001-11-21 00:00:00,Y,Pakistan,PAK,pycountry,2001,11,21,No
939,1230,ARB/01/11,"Noble Ventures, Inc.",Y,Romania ,Concluded,Y,2001-10-17 00:00:00,Y,Romania,ROU,pycountry,2001,10,17,No
941,1234,ARB/01/9,Booker plc ,Y,Co-operative Republic of Guyana ,Concluded,Y,2001-09-18 00:00:00,Y,Guyana,GUY,embedded_pycountry,2001,9,18,No
942,1235,ARB/01/7,MTD Equity Sdn. Bhd. and MTD Chile S.A. ,Y,Republic of Chile ,Concluded,Y,2001-08-06 00:00:00,Y,Chile,CHL,pycountry,2001,8,6,No
943,1237,ARB/01/6,"AIG Capital Partners, Inc. and CJSC Tema Real Estate Company ",Y,Republic of Kazakhstan,Concluded,Y,2001-06-04 00:00:00,Y,Kazakhstan,KAZ,pycountry,2001,6,4,No
944,1238,ARB/01/5,Société d'Exploitation des Mines d'Or de Sadiola S.A.,Y,Republic of Mali ,Concluded,Y,2001-05-24 00:00:00,Y,Mali,MLI,pycountry,2001,5,24,Yes
945,1239,ARB/01/4,AES Summit Generation Limited ,Y,Republic of Hungary ,Concluded,Y,2001-04-25 00:00:00,Y,Hungary,HUN,embedded_pycountry,2001,4,25,No
946,1240,ARB/01/1,"Impregilo, S.p.A and Rizzani De Eccher S.p.A.",Y,United Arab Emirates ,Concluded,Y,2001-02-15 00:00:00,Y,United Arab Emirates,ARE,pycountry,2001,2,15,No
947,1241,ARB/00/9,Generation Ukraine Inc.,Y,Ukraine,Concluded,Y,2000-10-20 00:00:00,Y,Ukraine,UKR,pycountry,2000,10,20,No
948,1242,ARB/00/8,"Ridgepointe Overseas Developments, Ltd.",Y,Democratic Republic of the Congo and Générale des Carrières et des Mines ,Concluded,Y,2000-07-27 00:00:00,Y,Congo,COG,embedded_pycountry,2000,7,27,Yes
949,1243,ARB/00/7,World Duty Free Company Limited ,Y,Republic of Kenya ,Concluded,Y,2000-07-07 00:00:00,Y,Kenya,KEN,pycountry,2000,7,7,No
950,1244,ARB/00/6,Consortium R.F.C.C.,Y,Kingdom of Morocco ,Concluded,Y,2000-06-28 00:00:00,Y,Morocco,MAR,pycountry,2000,6,28,No
951,1246,ARB/00/5,"Autopista Concesionada de Venezuela, C.A.",Y,Bolivarian Republic of Venezuela ,Concluded,Y,2000-06-23 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2000,6,23,No
952,1247,ARB/00/4,Salini Costruttori S.p.A. and Italstrade S.p.A.,Y,Kingdom of Morocco ,Concluded,Y,2000-06-13 00:00:00,Y,Morocco,MAR,pycountry,2000,6,13,No
953,1248,ARB/00/3,"GRAD Associates, P.A.",Y,Bolivarian Republic of Venezuela ,Concluded,Y,2000-03-01 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2000,3,1,No
954,1249,ARB/00/2,Mihaly International Corporation ,Y,Democratic Socialist Republic of Sri Lanka ,Concluded,Y,2000-01-11 00:00:00,Y,Sri Lanka,LKA,pycountry,2000,1,11,No
955,1250,ARB/00/1,Zhinvali Development Ltd.,Y,Republic of Georgia ,Concluded,Y,2000-01-07 00:00:00,Y,Georgia,GEO,embedded_pycountry,2000,1,7,No
956,1251,ARB(AF)/00/3,"Waste Management, Inc.",Y,United Mexican States ,Concluded,Y,2000-09-27 00:00:00,Y,Mexico,MEX,pycountry,2000,9,27,No
957,1252,ARB(AF)/00/1,ADF Group Inc.,Y,United States of America,Concluded,Y,2000-08-25 00:00:00,Y,United States,USA,pycountry,2000,8,25,No
958,1253,ARB/99/8,Astaldi S.p.A. & Columbus Latinoamericana de Construcciones S.A.,Y,Republic of Honduras,Concluded,Y,1999-12-29 00:00:00,Y,Honduras,HND,pycountry,1999,12,29,No
959,1254,ARB/99/7,Patrick Mitchell ,Y,Democratic Republic of the Congo ,Concluded,Y,1999-12-10 00:00:00,Y,Congo,COG,embedded_pycountry,1999,12,10,No
960,1256,ARB/99/6,Middle East Cement Shipping and Handling Co. S.A.,Y,Arab Republic of Egypt ,Concluded,Y,1999-11-19 00:00:00,Y,Egypt,EGY,pycountry,1999,11,19,No
961,1257,ARB/99/5,Alimenta S.A. ,Y,Republic of The Gambia ,Concluded,Y,1999-07-12 00:00:00,Y,Gambia,GMB,pycountry,1999,7,12,No
962,1258,ARB/99/4,Empresa Nacional de Electricidad S.A.,Y,Argentine Republic ,Concluded,Y,1999-07-12 00:00:00,Y,Argentina,ARG,pycountry,1999,7,12,No
963,1259,ARB/99/3,Philippe Gruslin ,Y,Malaysia,Concluded,Y,1999-05-12 00:00:00,Y,Malaysia,MYS,pycountry,1999,5,12,No
964,1261,ARB/99/2,Alex Genin and others ,Y,Republic of Estonia ,Concluded,Y,1999-05-12 00:00:00,Y,Estonia,EST,pycountry,1999,5,12,No
965,1264,ARB/99/1,Mobil Argentina S.A.,Y,Argentine Republic ,Concluded,Y,1999-04-09 00:00:00,Y,Argentina,ARG,pycountry,1999,4,9,Yes
966,1265,ARB(AF)/99/2,Mondev International Ltd.,Y,United States of America ,Concluded,Y,1999-09-20 00:00:00,Y,United States,USA,pycountry,1999,9,20,No
967,1266,ARB(AF)/99/1,Marvin Roy Feldman Karpa ,Y,United Mexican States ,Concluded,Y,1999-05-27 00:00:00,Y,Mexico,MEX,pycountry,1999,5,27,No
969,1272,ARB/98/7,"Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L.",Y,Democratic Republic of the Congo ,Concluded,Y,1998-10-28 00:00:00,Y,Congo,COG,embedded_pycountry,1998,10,28,Yes
970,1273,ARB/98/6,Compagnie Minière Internationale Or S.A.,Y,Republic of Peru ,Concluded,Y,1998-10-28 00:00:00,Y,Peru,PER,pycountry,1998,10,28,Yes
971,1274,ARB/98/5,Eudoro A. Olguín ,Y,Republic of Paraguay ,Concluded,Y,1998-08-26 00:00:00,Y,Paraguay,PRY,pycountry,1998,8,26,No
972,1275,ARB/98/4,Wena Hotels Limited,Y,Arab Republic of Egypt ,Concluded,Y,1998-07-31 00:00:00,Y,Egypt,EGY,pycountry,1998,7,31,No
973,1278,ARB/98/3,International Trust Company of Liberia,Y,Republic of Liberia ,Concluded,Y,1998-05-28 00:00:00,Y,Liberia,LBR,pycountry,1998,5,28,No
974,1279,ARB/98/1,"Houston Industries Energy, Inc. and others",Y,Argentine Republic ,Concluded,Y,1998-02-25 00:00:00,Y,Argentina,ARG,pycountry,1998,2,25,No
975,1280,ARB(AF)/98/3,"The Loewen Group, Inc. and Raymond L. Loewen ",Y,United States of America ,Concluded,Y,1998-11-19 00:00:00,Y,United States,USA,pycountry,1998,11,19,No
976,1282,ARB(AF)/98/2,"Waste Management, Inc.",Y,United Mexican States ,Concluded,Y,1998-11-18 00:00:00,Y,Mexico,MEX,pycountry,1998,11,18,No
977,1283,ARB(AF)/98/1,Joseph C. Lemire ,Y,Ukraine ,Concluded,Y,1998-01-16 00:00:00,Y,Ukraine,UKR,pycountry,1998,1,16,No
978,1284,ARB/97/8,Compagnie Française pour le Développement des Fibres Textiles ,Y,Côte d'Ivoire,Concluded,Y,1997-11-04 00:00:00,Y,Côte d'Ivoire,CIV,pycountry,1997,11,4,No
979,1285,ARB/97/7,Emilio Agustín Maffezini ,Y,Kingdom of Spain ,Concluded,Y,1997-10-30 00:00:00,Y,Spain,ESP,pycountry,1997,10,30,No
980,1287,ARB/97/6,"Lanco International, Inc.",Y,Argentine Republic ,Concluded,Y,1997-10-14 00:00:00,Y,Argentina,ARG,pycountry,1997,10,14,No
981,1288,ARB/97/5,"WRB Enterprises, Inc. and Grenada Private Power Limited",Y,Grenada,Concluded,Y,1997-07-30 00:00:00,Y,Grenada,GRD,pycountry,1997,7,30,No
982,1289,ARB/97/4,"Československa obchodní banka, a.s.",Y,Slovak Republic ,Concluded,Y,1997-04-25 00:00:00,Y,Slovakia,SVK,pycountry,1997,4,25,No
983,1290,ARB/97/3,Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A.,Y,Argentine Republic ,Concluded,Y,1997-02-19 00:00:00,Y,Argentina,ARG,pycountry,1997,2,19,No
984,1296,ARB/97/2,Société Kufpec (Congo) Limited ,Y,Republic of Congo ,Concluded,Y,1997-01-29 00:00:00,Y,Congo,COG,embedded_pycountry,1997,1,29,Yes
985,1297,ARB/97/1,Société d'Investigation de Recherche et d'Exploitation Minière,Y,Burkina Faso ,Concluded,Y,1997-01-27 00:00:00,Y,Burkina Faso,BFA,pycountry,1997,1,27,Yes
986,1298,ARB(AF)/97/2,Robert Azinian and others ,Y,United Mexican States ,Concluded,Y,1997-03-24 00:00:00,Y,Mexico,MEX,pycountry,1997,3,24,No
987,1299,ARB(AF)/97/1,Metalclad Corporation ,Y,United Mexican States ,Concluded,Y,1997-01-13 00:00:00,Y,Mexico,MEX,pycountry,1997,1,13,No
988,1300,ARB/96/3,Fedax N.V.,Y,Republic of Venezuela ,Concluded,Y,1996-06-26 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,embedded_pycountry,1996,6,26,No
989,1301,ARB/96/2,Misima Mines Pty. Ltd. ,Y,Independent State of Papua New Guinea ,Concluded,Y,1996-04-29 00:00:00,Y,Papua New Guinea,PNG,pycountry,1996,4,29,Yes
990,1302,ARB/96/1,Compañia del Desarrollo de Santa Elena S.A. ,Y,Republic of Costa Rica ,Concluded,Y,1996-03-22 00:00:00,Y,Costa Rica,CRI,pycountry,1996,3,22,No
991,1304,ARB/95/3,Antoine Goetz and others ,Y,Republic of Burundi ,Concluded,Y,1995-12-18 00:00:00,Y,Burundi,BDI,pycountry,1995,12,18,Yes
992,1305,ARB/95/2,"Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd.",Y,Federation of St. Kitts and Nevis ,Concluded,Y,1995-11-14 00:00:00,Y,Saint Kitts and Nevis,KNA,alias,1995,11,14,No
993,1306,ARB/95/1,Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A.,Y,Republic of Albania ,Concluded,Y,1995-04-27 00:00:00,Y,Albania,ALB,pycountry,1995,4,27,No
994,1307,ARB/94/2,Tradex Hellas S.A.,Y,Republic of Albania ,Concluded,Y,1994-12-08 00:00:00,Y,Albania,ALB,pycountry,1994,12,8,No
995,1308,CONC/94/1,SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H.,Y,Madagascar,Concluded,Y,1994-06-13 00:00:00,Y,Madagascar,MDG,pycountry,1994,6,13,No
996,1309,ARB/94/1,Philippe Gruslin ,Y,Malaysia,Concluded,Y,1994-01-13 00:00:00,Y,Malaysia,MYS,pycountry,1994,1,13,No
997,1310,ARB/93/1,"American Manufacturing & Trading, Inc.",Y,Democratic Republic of the Congo ,Concluded,Y,1993-02-02 00:00:00,Y,Congo,COG,embedded_pycountry,1993,2,2,No
999,1313,ARB/92/1,Vacuum Salt Products Ltd.,Y,Republic of Ghana ,Concluded,Y,1992-06-11 00:00:00,Y,Ghana,GHA,pycountry,1992,6,11,Yes
1000,1314,ARB/89/1,Manufacturers Hanover Trust Company ,Y,Arab Republic of Egypt and General Authority for Investment and Free Zones,Concluded,Y,1989-06-15 00:00:00,Y,Egypt,EGY,embedded_pycountry,1989,6,15,No
1001,1315,ARB/87/4,"Occidental of Pakistan, Inc.",Y,Islamic Republic of Pakistan ,Concluded,Y,1987-10-07 00:00:00,Y,Pakistan,PAK,pycountry,1987,10,7,Yes
1002,1316,ARB/87/3,Asian Agricultural Products Limited ,Y,Democratic Socialist Republic of Sri Lanka ,Concluded,Y,1987-07-20 00:00:00,Y,Sri Lanka,LKA,pycountry,1987,7,20,No
1003,1317,ARB/87/2,Mobil Oil Corporation and others ,Y,New Zealand ,Concluded,Y,1987-04-15 00:00:00,Y,New Zealand,NZL,pycountry,1987,4,15,Yes
1004,1318,ARB/87/1,Société d'Études de Travaux et de Gestion SETIMEG S.A.,Y,Gabonese Republic,Concluded,Y,1987-02-24 00:00:00,Y,Gabon,GAB,alias,1987,2,24,No
1005,1319,ARB/86/1,Ghaith R. Pharaon ,Y,Republic of Tunisia ,Concluded,Y,1986-09-24 00:00:00,Y,Tunisia,TUN,pycountry,1986,9,24,No
1006,1320,ARB/84/4,Maritime International Nominees Establishment ,Y,Republic of Guinea ,Concluded,Y,1984-09-18 00:00:00,Y,Guinea,GIN,pycountry,1984,9,18,Yes
1007,1323,ARB/84/3,Southern Pacific Properties (Middle East) Limited ,Y,Arab Republic of Egypt ,Concluded,Y,1984-08-28 00:00:00,Y,Egypt,EGY,pycountry,1984,8,28,No
1008,1325,ARB/84/2,Colt Industries Operating Corporation ,Y,Republic of Korea,Concluded,Y,1984-02-21 00:00:00,Y,South Korea,,alias,1984,2,21,No
1009,1326,ARB/84/1,Atlantic Triton Company Limited ,Y,People's Revolutionary Republic of Guinea,Concluded,Y,1984-01-19 00:00:00,Y,Guinea,GIN,embedded_pycountry,1984,1,19,No
1010,1327,CONC/83/1,Tesoro Petroleum Corporation,Y,Trinidad and Tobago ,Concluded,Y,1983-08-26 00:00:00,Y,Trinidad and Tobago,TTO,pycountry,1983,8,26,Yes
1011,1328,ARB/83/2,Liberian Eastern Timber Corporation ,Y,Republic of Liberia ,Concluded,Y,1983-06-21 00:00:00,Y,Liberia,LBR,pycountry,1983,6,21,No
1012,1330,ARB/83/1,Swiss Aluminium Limited and Icelandic Aluminium Company Limited ,Y,Iceland ,Concluded,Y,1983-06-16 00:00:00,Y,Iceland,ISL,pycountry,1983,6,16,Yes
1013,1331,CONC/82/1,SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H.,Y,Democratic Republic of Madagascar ,Concluded,Y,1982-10-05 00:00:00,Y,Madagascar,MDG,embedded_pycountry,1982,10,5,No
1014,1332,ARB/82/1,Société Ouest Africaine des Bétons Industriels ,Y,Republic of Senegal ,Concluded,Y,1982-11-08 00:00:00,Y,Senegal,SEN,pycountry,1982,11,8,No
1015,1333,ARB/81/2,Klöckner Industrie-Anlagen GmbH and others,Y,United Republic of Cameroon and Société Camerounaise des Engrais,Concluded,Y,1981-04-14 00:00:00,Y,Cameroon,CMR,embedded_pycountry,1981,4,14,No
1016,1337,ARB/81/1,Amco Asia Corporation and others ,Y,Republic of Indonesia ,Concluded,Y,1981-02-27 00:00:00,Y,Indonesia,IDN,pycountry,1981,2,27,No
1017,1343,ARB/78/1,Guadalupe Gas Products Corporation,Y,Nigeria ,Concluded,Y,1978-03-20 00:00:00,Y,Nigeria,NGA,pycountry,1978,3,20,Yes
1018,1344,ARB/77/2,S.A.R.L. Benvenuti & Bonfant ,Y,People's Republic of the Congo,Concluded,Y,1977-12-15 00:00:00,Y,Congo,COG,embedded_pycountry,1977,12,15,No
1019,1345,ARB/77/1,AGIP S.p.A.,Y,People's Republic of the Congo,Concluded,Y,1977-11-04 00:00:00,Y,Congo,COG,embedded_pycountry,1977,11,4,Yes
1021,1347,ARB/74/4,Reynolds Jamaica Mines Limited and  Reynolds Metals Company,Y,Jamaica,Concluded,Y,1974-06-21 00:00:00,Y,Jamaica,JAM,pycountry,1974,6,21,Yes
1022,1348,ARB/74/3,Kaiser Bauxite Company ,Y,Jamaica,Concluded,Y,1974-06-21 00:00:00,Y,Jamaica,JAM,pycountry,1974,6,21,Yes
1023,1349,ARB/74/2,"Alcoa Minerals of Jamaica, Inc. ",Y,Jamaica,Concluded,Y,1974-06-21 00:00:00,Y,Jamaica,JAM,pycountry,1974,6,21,Yes
1024,1350,ARB/74/1,Adriano Gardella S.p.A. ,Y,Côte d'Ivoire,Concluded,Y,1974-03-06 00:00:00,Y,Côte d'Ivoire,CIV,pycountry,1974,3,6,No
1025,1351,ARB/72/1,Holiday Inns S.A. and others,Y,Morocco,Concluded,Y,1972-01-13 00:00:00,Y,Morocco,MAR,pycountry,1972,1,13,No
1026,1352,ARB/07/23,Railroad Development Corporation ,Y,Republic of Guatemala ,Concluded,Y,2007-08-20 00:00:00,Y,Guatemala,GTM,pycountry,2007,8,20,No
1027,1355,CONC/07/1,Shareholders of SESAM ,Y,Central African Republic ,Concluded,Y,2007-08-13 00:00:00,Y,Central African Republic,CAF,pycountry,2007,8,13,No
1028,1356,ARB/07/22,AES Summit Generation Limited and AES-Tisza Er&oumlmü Kft.,Y,Hungary ,Concluded,Y,2007-08-13 00:00:00,Y,Hungary,HUN,pycountry,2007,8,13,No
1029,1358,ARB/07/21,Pantechniki S.A. Contractors & Engineers ,Y,Republic of Albania ,Concluded,Y,2007-08-13 00:00:00,Y,Albania,ALB,pycountry,2007,8,13,No
1030,1359,ARB/07/20,Saba Fakes ,Y,Republic of Turkey ,Concluded,Y,2007-08-13 00:00:00,Y,Turkey,,alias,2007,8,13,No
1031,1360,ARB/07/19,Electrabel S.A. ,Y,Hungary ,Concluded,Y,2007-08-13 00:00:00,Y,Hungary,HUN,pycountry,2007,8,13,No
1032,1361,ARB/07/18,Shell Nigeria Ultra Deep Limited ,Y,Federal Republic of Nigeria ,Concluded,Y,2007-07-26 00:00:00,Y,Nigeria,NGA,pycountry,2007,7,26,Yes
1033,1362,ARB/07/17,Impregilo S.p.A. ,Y,Argentine Republic ,Concluded,Y,2007-07-25 00:00:00,Y,Argentina,ARG,pycountry,2007,7,25,No
1034,1364,ARB/07/16,Alpha Projektholding GmbH ,Y,Ukraine,Concluded,Y,2007-07-25 00:00:00,Y,Ukraine,UKR,pycountry,2007,7,25,No
1035,1365,ARB/07/15,Ron Fuchs ,Y,Georgia,Concluded,Y,2007-07-16 00:00:00,Y,Georgia,GEO,pycountry,2007,7,16,Yes
1036,1368,ARB/07/14,Liman Caspian Oil BV and NCL Dutch Investment BV ,Y,Republic of Kazakhstan ,Concluded,Y,2007-07-16 00:00:00,Y,Kazakhstan,KAZ,pycountry,2007,7,16,Yes
