,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
448,506,UNCT/18/2,Gramercy Funds Management LLC and Gramercy Peru Holdings LLC,Y,Republic of Peru,Concluded,Y,2016-06-02 00:00:00,Y,Peru,PER,pycountry,2016,6,2,No
449,507,ARB/18/25,ITOCHU Corporation,Y,Kingdom of Spain,Pending,Y,2018-07-13 00:00:00,Y,Spain,ESP,pycountry,2018,7,13,No
450,509,ARB/18/24,African Petroleum Senegal Limited,Y,Republic of Senegal,Concluded,Y,2018-07-11 00:00:00,Y,Senegal,SEN,pycountry,2018,7,11,Yes
451,510,ARB/18/23,Aris Mining Corporation (formerly known as GCM Mining Corp. and Gran Colombia Gold Corp.),Y,Republic of Colombia,Concluded,Y,2018-07-02 00:00:00,Y,Colombia,COL,pycountry,2018,7,2,Yes
452,511,ARB/18/22,Tantalum International Ltd. and Emerge Gaming Ltd.,Y,Arab Republic of Egypt,Concluded,Y,2018-06-28 00:00:00,Y,Egypt,EGY,pycountry,2018,6,28,Yes
453,512,ARB/18/21,Bay View Group LLC and The Spalena Company LLC,Y,Republic of Rwanda,Concluded,Y,2018-06-22 00:00:00,Y,Rwanda,RWA,embedded_pycountry,2018,6,22,Yes
454,513,ARB/18/20,Veolia Propreté SAS,Y,Italian Republic,Concluded,Y,2018-06-20 00:00:00,Y,Italy,ITA,pycountry,2018,6,20,No
455,515,ARB/18/19,LSG Building Solutions GmbH and others,Y,Romania,Concluded,Y,2018-06-12 00:00:00,Y,Romania,ROU,pycountry,2018,6,12,No
456,517,ARB/18/18,Ipek Investment Limited,Y,Republic of Türkiye,Concluded,Y,2018-05-29 00:00:00,Y,Türkiye,TUR,pycountry,2018,5,29,Yes
457,518,ARB/18/17,Autopista del Norte S.A.C.,Y,Republic of Peru,Concluded,Y,2018-05-18 00:00:00,Y,Peru,PER,pycountry,2018,5,18,No
458,520,ARB/18/16,Togo Terminal ,Y,Republic of Togo,Concluded,Y,2018-05-14 00:00:00,Y,Togo,TGO,embedded_pycountry,2018,5,14,No
459,521,ARB/18/15,NEPC Consortium Power Limited ,Y,Bangladesh Power Development Board,Concluded,Y,2018-05-14 00:00:00,Y,Bangladesh,BGD,embedded_pycountry,2018,5,14,No
460,522,ARB/18/14,HOCHTIEF Infrastructure GmbH,Y,Kingdom of Saudi Arabia,Concluded,Y,2018-05-03 00:00:00,Y,Saudi Arabia,SAU,pycountry,2018,5,3,No
461,523,ARB/18/13,Montauk Metals Inc. (formerly known as Galway Gold Inc.),Y,Republic of Colombia,Concluded,Y,2018-04-18 00:00:00,Y,Colombia,COL,pycountry,2018,4,18,Yes
462,524,ARB/18/12,Red Eagle Exploration Limited,Y,Republic of Colombia,Concluded,Y,2018-04-18 00:00:00,Y,Colombia,COL,pycountry,2018,4,18,Yes
463,525,ARB(AF)/18/3,"Kimberly-Clark Dutch Holdings, B.V., Kimberly-Clark S.L.U., and Kimberly-Clark BVBA",Y,Bolivarian Republic of Venezuela,Concluded,Y,2018-04-17 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2018,4,17,No
464,526,ARB/18/11,Société des Parcs d’Alger and Emirates International Investment Company LLC,Y,People’s Democratic Republic of Algeria ,Concluded,Y,2018-04-05 00:00:00,Y,Algeria,DZA,embedded_pycountry,2018,4,5,No
465,527,CONC/18/1,Société d’Energie et d’Eau du Gabon,Y,Gabonese Republic,Concluded,Y,2018-03-30 00:00:00,Y,Gabon,GAB,alias,2018,3,30,No
466,528,ARB/18/10,"West African Aquaculture Ltd, Kurt Lennart Hansson and Martje Bolt Hansson",Y,Republic of The Gambia,Pending,Y,2018-03-28 00:00:00,Y,Gambia,GMB,pycountry,2018,3,28,No
467,530,ARB/18/9,Delta Belarus Holding BV,Y,Republic of Belarus,Concluded,Y,2018-03-22 00:00:00,Y,Belarus,BLR,pycountry,2018,3,22,No
468,531,ARB/18/8,Rand Investments Ltd. and others,Y,Republic of Serbia,Concluded,Y,2018-03-22 00:00:00,Y,Serbia,SRB,pycountry,2018,3,22,No
469,534,ARB(AF)/18/2,Shin Dong Baig,Y,Socialist Republic of Vietnam,Concluded,Y,2018-03-19 00:00:00,Y,Viet Nam,VNM,embedded_pycountry,2018,3,19,No
470,535,ARB/18/7,Corral Morocco Holdings AB,Y,Kingdom of Morocco,Pending,Y,2018-03-14 00:00:00,Y,Morocco,MAR,pycountry,2018,3,14,Yes
471,539,ARB/18/6,Cem Selçuk Ersoy,Y,Republic of Azerbaijan ,Concluded,Y,2018-03-14 00:00:00,Y,Azerbaijan,AZE,pycountry,2018,3,14,No
472,540,ARB/18/5,Astrida Benita Carrizosa,Y,Republic of Colombia,Concluded,Y,2018-03-09 00:00:00,Y,Colombia,COL,pycountry,2018,3,9,No
473,541,ARB/18/4,Cascade Investments NV,Y,Republic of Turkey,Concluded,Y,2018-02-28 00:00:00,Y,Turkey,,alias,2018,2,28,No
474,542,ARB/18/3,"Telefónica, S.A.",Y,Republic of Colombia,Pending,Y,2018-02-20 00:00:00,Y,Colombia,COL,pycountry,2018,2,20,No
475,544,ARB/18/2,Almasryia for Operating & Maintaining Touristic Construction Co. L.L.C.,Y,State of Kuwait,Concluded,Y,2018-02-14 00:00:00,Y,Kuwait,KWT,pycountry,2018,2,14,No
476,546,ARB/18/1,ACF Renewable Energy Limited,Y,Republic of Bulgaria,Concluded,Y,2018-02-14 00:00:00,Y,Bulgaria,BGR,pycountry,2018,2,14,No
477,547,ARB(AF)/18/1,GRAND EXPRESS Non-Public Joint Stock Company,Y,Republic of Belarus,Concluded,Y,2018-01-31 00:00:00,Y,Belarus,BLR,pycountry,2018,1,31,No
478,548,ARB/17/49,Erste Group Bank AG and others,Y,Republic of Croatia,Concluded,Y,2017-12-29 00:00:00,Y,Croatia,HRV,pycountry,2017,12,29,No
479,549,ARB/17/48,"Wise Solutions CDI, SA",Y,Republic of Côte d'Ivoire,Concluded,Y,2017-12-29 00:00:00,Y,Côte d'Ivoire,CIV,pycountry,2017,12,29,No
480,550,ARB/17/47,AS PNB Banka and others,Y,Republic of Latvia,Pending,Y,2017-12-28 00:00:00,Y,Latvia,LVA,pycountry,2017,12,28,No
481,551,ARB/17/46,Cunico Resources N.V.,Y,Republic of North Macedonia,Concluded,Y,2017-12-21 00:00:00,Y,North Macedonia,MKD,pycountry,2017,12,21,No
482,552,ARB/17/45,Mazen Al Ramahi,Y,Hungary,Concluded,Y,2017-12-21 00:00:00,Y,Hungary,HUN,pycountry,2017,12,21,No
483,553,ARB/17/44,The Lopez-Goyne Family Trust and others,Y,Republic of Nicaragua ,Concluded,Y,2017-12-19 00:00:00,Y,Nicaragua,NIC,pycountry,2017,12,19,Yes
484,555,ARB/17/43,"Samsung Engineering Co., Ltd.",Y,Kingdom of Saudi Arabia,Concluded,Y,2017-11-10 00:00:00,Y,Saudi Arabia,SAU,pycountry,2017,11,10,No
485,556,ARB/17/42,MAKAE Europe SARL,Y,Kingdom of Saudi Arabia,Concluded,Y,2017-11-08 00:00:00,Y,Saudi Arabia,SAU,pycountry,2017,11,8,No
486,557,ARB/17/41,DCM Energy GmbH & Co. Solar 1 KG and others,Y,Kingdom of Spain,Concluded,Y,2017-10-31 00:00:00,Y,Spain,ESP,pycountry,2017,10,31,No
487,558,ARB/17/40,APCL Gambia B.V.,Y,Republic of The Gambia,Concluded,Y,2017-10-17 00:00:00,Y,Gambia,GMB,pycountry,2017,10,17,Yes
488,559,ARB/17/39,African Petroleum Gambia Limited and APCL Gambia B.V.,Y,Republic of The Gambia,Concluded,Y,2017-10-17 00:00:00,Y,Gambia,GMB,pycountry,2017,10,17,Yes
489,560,ARB/17/38,Petronor E&P Gambia Limited and APCL Gambia B.V. ,Y,Republic of The Gambia,Concluded,Y,2017-10-17 00:00:00,Y,Gambia,GMB,pycountry,2017,10,17,Yes
490,561,ARB/17/37,Addiko Bank AG and Addiko Bank d.d.,Y,Republic of Croatia,Pending,Y,2017-09-27 00:00:00,Y,Croatia,HRV,pycountry,2017,9,27,No
491,562,ARB/17/36,Edmond Khudyan and Arin Capital & Investment Corp.,Y,Republic of Armenia,Concluded,Y,2017-09-27 00:00:00,Y,Armenia,ARM,pycountry,2017,9,27,No
492,564,ARB(AF)/17/4,Venoklim Holding B.V.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2017-09-25 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2017,9,25,No
493,565,ARB/17/35,Addiko Bank AG,Y,Montenegro,Concluded,Y,2017-09-19 00:00:00,Y,Montenegro,MNE,pycountry,2017,9,19,No
494,566,ARB(AF)/17/3,"Vento Motorcycles, Inc.",Y,United Mexican States,Concluded,Y,2017-09-15 00:00:00,Y,Mexico,MEX,pycountry,2017,9,15,No
495,567,ARB/17/34,Raiffeisen Bank International AG and Raiffeisenbank Austria d.d.,Y,Republic of Croatia,Concluded,Y,2017-09-15 00:00:00,Y,Croatia,HRV,pycountry,2017,9,15,No
496,568,ARB/17/33,EcoDevelopment in Europe AB and EcoEnergy Africa AB,Y,United Republic of Tanzania,Concluded,Y,2017-09-11 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2017,9,11,No
497,570,ARB/17/32,Elitech B.V. and Razvoj Golf D.O.O.,Y,Republic of Croatia,Concluded,Y,2017-09-06 00:00:00,Y,Croatia,HRV,pycountry,2017,9,6,No
498,571,ARB/17/31,Future Pipe International B.V.,Y,Arab Republic of Egypt,Concluded,Y,2017-08-24 00:00:00,Y,Egypt,EGY,pycountry,2017,8,24,No
499,572,ARB/17/30,Lotus Holding Anonim Şirketi,Y,Turkmenistan,Concluded,Y,2017-08-22 00:00:00,Y,Turkmenistan,TKM,pycountry,2017,8,22,No
500,573,ARB/17/29,Gardabani Holdings B.V. and Silk Road Holdings B.V.,Y,Georgia,Concluded,Y,2017-08-18 00:00:00,Y,Georgia,GEO,pycountry,2017,8,18,No
501,575,ARB(AF)/17/2,Eutelsat S.A.,Y,United Mexican States,Concluded,Y,2017-08-16 00:00:00,Y,Mexico,MEX,pycountry,2017,8,16,No
502,576,ARB/17/28,LTME Mauritius Limited and Madamobil Holdings Mauritius Limited,Y,Republic of Madagascar,Concluded,Y,2017-08-09 00:00:00,Y,Madagascar,MDG,pycountry,2017,8,9,No
503,577,ARB/17/27,"Magyar Farming Company Ltd, Kintyre Kft and Inicia Zrt",Y,Hungary,Concluded,Y,2017-08-01 00:00:00,Y,Hungary,HUN,pycountry,2017,8,1,No
504,579,ARB/17/26,Puma Energy PNG Supply Ltd and Puma Energy PNG Refining Limited,Y,Independent State of Papua New Guinea,Concluded,Y,2017-07-31 00:00:00,Y,Papua New Guinea,PNG,pycountry,2017,7,31,Yes
505,580,ARB/17/25,Mabco Constructions SA,Y,Republic of Kosovo,Concluded,Y,2017-07-21 00:00:00,Y,Kosovo,,alias,2017,7,21,No
506,581,ARB/17/24,"Bursel Tekstil Sanayi Ve Diş Ticaret A.Ş., Burhan Enuştekin and Selim Kaptanoğlu",Y,Republic of Uzbekistan,Concluded,Y,2017-07-19 00:00:00,Y,Uzbekistan,UZB,pycountry,2017,7,19,No
507,582,ARB/17/23,"CMC Muratori Cementisti CMC Di Ravenna SOC. Coop., CMC MuratoriCementisti CMC Di Ravenna SOC. Coop. A.R.L. Maputo Branch and CMC Africa Austral, LDA",Y,Republic of Mozambique,Concluded,Y,2017-07-14 00:00:00,Y,Mozambique,MOZ,pycountry,2017,7,14,No
508,583,ARB/17/22,Big Sky Energy Corporation,Y,Republic of Kazakhstan,Concluded,Y,2017-07-07 00:00:00,Y,Kazakhstan,KAZ,pycountry,2017,7,7,Yes
509,584,ARB/17/21,DP World Limited,Y,Kingdom of Belgium,Pending,Y,2017-06-29 00:00:00,Y,Belgium,BEL,pycountry,2017,6,29,No
510,586,ARB/17/20,BM Mühendislik ve İnşaat A.Ş.,Y,United Arab Emirates,Concluded,Y,2017-06-28 00:00:00,Y,United Arab Emirates,ARE,pycountry,2017,6,28,No
511,589,UNCT/17/1,Joshua Dean Nelson,Y,United Mexican States,Concluded,Y,2016-09-26 00:00:00,Y,Mexico,MEX,pycountry,2016,9,26,No
512,590,ARB/17/19,Hela Schwarz GmbH,Y,People's Republic of China ,Concluded,Y,2017-06-21 00:00:00,Y,China,CHN,pycountry,2017,6,21,No
513,591,ARB/17/18,"(DS)2, S.A., Peter de Sutter and Kristof de Sutter ",Y,Republic of Madagascar,Concluded,Y,2017-06-14 00:00:00,Y,Madagascar,MDG,pycountry,2017,6,14,No
514,593,ARB/17/17,"MetLife, Inc. and MetLife Servicios S.A.",Y,Argentine Republic,Concluded,Y,2017-06-14 00:00:00,Y,Argentina,ARG,pycountry,2017,6,14,No
515,594,ARB/17/16,Carlos Rios and Francisco Javier Rios,Y,Republic of Chile,Concluded,Y,2017-06-13 00:00:00,Y,Chile,CHL,pycountry,2017,6,13,No
516,595,ARB/17/15,Portigon AG,Y,Kingdom of Spain,Concluded,Y,2017-05-22 00:00:00,Y,Spain,ESP,pycountry,2017,5,22,No
517,597,ARB/17/14,"Rockhopper Italia S.p.A., Rockhopper Mediterranean Ltd, and Rockhopper Exploration Plc",Y,Italian Republic,Pending,Y,2017-05-19 00:00:00,Y,Italy,ITA,pycountry,2017,5,19,Yes
518,600,ARB/17/13,"Grenada Private Power Limited and WRB Enterprises, Inc.",Y,Grenada,Concluded,Y,2017-05-15 00:00:00,Y,Grenada,GRD,pycountry,2017,5,15,No
519,601,ARB/17/12,Jochem Bernard Buse,Y,Republic of Panama,Concluded,Y,2017-05-11 00:00:00,Y,Panama,PAN,pycountry,2017,5,11,No
520,602,ARB/17/11,Pawlowski AG and Project Sever s.r.o.,Y,Czech Republic,Concluded,Y,2017-05-03 00:00:00,Y,Czechia,CZE,pycountry,2017,5,3,No
521,604,ADHOC/17/1,Sanum Investments Limited,Y,Lao People’s Democratic Republic,Pending,Y,2017-04-14 00:00:00,Y,Laos,,alias,2017,4,14,No
522,605,ARB/17/10,Itisaluna Iraq LLC and others ,Y,Republic of Iraq,Concluded,Y,2017-04-13 00:00:00,Y,Iraq,IRQ,pycountry,2017,4,13,No
523,606,ARB/17/9,"Lidercón, S.L.",Y,Republic of Peru,Concluded,Y,2017-04-05 00:00:00,Y,Peru,PER,pycountry,2017,4,5,No
524,607,ARB/17/8,"Rizzani de Eccher S.p.A., Obrascón Huarte Lain S.A. and Trevi S.p.A.",Y,State of Kuwait,Concluded,Y,2017-03-03 00:00:00,Y,Kuwait,KWT,pycountry,2017,3,3,No
525,609,ARB/17/7,Agility Public Warehousing Company K.S.C.,Y,Republic of Iraq,Pending,Y,2017-02-24 00:00:00,Y,Iraq,IRQ,pycountry,2017,2,24,No
526,612,ARB/17/6,Anglo-Adriatic Group Limited,Y,Republic of Albania,Concluded,Y,2017-02-17 00:00:00,Y,Albania,ALB,pycountry,2017,2,17,No
527,613,ARB/17/5,Eugene Kazmin,Y,Republic of Latvia,Concluded,Y,2017-02-03 00:00:00,Y,Latvia,LVA,pycountry,2017,2,3,No
528,614,ARB/17/4,Bank of Cyprus Public Company Limited,Y,Hellenic Republic,Concluded,Y,2017-02-02 00:00:00,Y,Greece,GRC,pycountry,2017,2,2,No
529,615,ARB/17/3,Metro de Lima Línea 2 S.A.,Y,Republic of Peru ,Pending,Y,2017-02-01 00:00:00,Y,Peru,PER,pycountry,2017,2,1,No
530,619,ARB/17/2,Mera Investment Fund Limited,Y,Republic of Serbia ,Concluded,Y,2017-01-26 00:00:00,Y,Serbia,SRB,pycountry,2017,1,26,No
531,621,ARB/17/1,Ortiz Construcciones y Proyectos S.A.,Y,People's Democratic Republic of Algeria,Concluded,Y,2017-01-24 00:00:00,Y,Algeria,DZA,pycountry,2017,1,24,No
532,622,ARB(AF)/17/1,Air Canada,Y,Bolivarian Republic of Venezuela,Concluded,Y,2017-01-13 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2017,1,13,No
533,624,ARB/16/42,Omega Engineering LLC and Oscar Rivera,Y,Republic of Panama,Concluded,Y,2016-12-30 00:00:00,Y,Panama,PAN,pycountry,2016,12,30,No
534,625,ARB/16/41,Eco Oro Minerals Corp.,Y,Republic of Colombia,Pending,Y,2016-12-29 00:00:00,Y,Colombia,COL,pycountry,2016,12,29,Yes
535,628,ARB/16/40,Saint Patrick Properties Corporation,Y,Bolivarian Republic of Venezuela,Concluded,Y,2016-12-19 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2016,12,19,No
536,629,ARB/16/39,VC Holding II S.à.r.l. and others,Y,Italian Republic,Pending,Y,2016-12-06 00:00:00,Y,Italy,ITA,pycountry,2016,12,6,No
537,631,ARB/16/38,"Staur Eiendom AS, EBO Invest AS and Rox Holding AS",Y,Republic of Latvia,Concluded,Y,2016-12-06 00:00:00,Y,Latvia,LVA,pycountry,2016,12,6,No
538,632,ARB/16/37,"LP Egypt Holdings I, LLC, Fund III Egypt, LLC and OMLP Egypt Holdings I, LLC",Y,Arab Republic of Egypt ,Concluded,Y,2016-11-15 00:00:00,Y,Egypt,EGY,pycountry,2016,11,15,No
539,633,ARB/16/36,"Viaduct d.o.o. Portorož, Vladimir Zevnik and Boris Goljevšček",Y,Bosnia and Herzegovina,Concluded,Y,2016-11-15 00:00:00,Y,Bosnia and Herzegovina,BIH,pycountry,2016,11,15,No
540,635,ARB/16/35,Emergofin B.V. and Velbay Holdings Ltd.,Y,Ukraine,Concluded,Y,2016-11-09 00:00:00,Y,Ukraine,UKR,pycountry,2016,11,9,Yes
541,636,ARB/16/34,"Bridgestone Licensing Services, Inc. and Bridgestone Americas, Inc.",Y,Republic of Panama,Concluded,Y,2016-10-28 00:00:00,Y,Panama,PAN,pycountry,2016,10,28,No
542,637,ARB/16/33,APM Terminals Callao S.A.,Y,Republic of Peru ,Concluded,Y,2016-10-11 00:00:00,Y,Peru,PER,pycountry,2016,10,11,No
543,638,ARB(AF)/16/5,América Móvil S.A.B. de C.V.,Y,Republic of Colombia,Concluded,Y,2016-10-03 00:00:00,Y,Colombia,COL,pycountry,2016,10,3,No
544,639,ARB/16/32,Thomas Gosling and others,Y,Republic of Mauritius,Concluded,Y,2016-09-27 00:00:00,Y,Mauritius,MUS,pycountry,2016,9,27,No
545,640,ARB/16/31,UniCredit Bank Austria AG and Zagrebačka Banka d.d.,Y,Republic of Croatia,Concluded,Y,2016-09-16 00:00:00,Y,Croatia,HRV,pycountry,2016,9,16,No
546,641,ARB(AF)/16/4,JSC Tashkent Mechanical Plant and others,Y,Kyrgyz Republic,Concluded,Y,2016-09-06 00:00:00,Y,Kyrgyzstan,KGZ,alias,2016,9,6,No
547,642,ARB/16/30,Görkem Inşaat Sanayi ve Ticaret Limited Şirketi,Y,Turkmenistan,Concluded,Y,2016-08-23 00:00:00,Y,Turkmenistan,TKM,pycountry,2016,8,23,No
548,643,ARB/16/29,AVAX S.A.,Y,Lebanese Republic,Pending,Y,2016-08-17 00:00:00,Y,Lebanon,LBN,pycountry,2016,8,17,No
549,645,ARB/16/28,Amlyn Holding B.V. ,Y,Republic of Croatia,Concluded,Y,2016-08-17 00:00:00,Y,Croatia,HRV,pycountry,2016,8,17,No
550,646,ARB/16/27,Sevilla Beheer B.V. and others,Y,Kingdom of Spain,Concluded,Y,2016-08-12 00:00:00,Y,Spain,ESP,pycountry,2016,8,12,No
551,648,ARB(AF)/16/3,"B-Mex, LLC and others",Y,United Mexican States,Concluded,Y,2016-08-11 00:00:00,Y,Mexico,MEX,pycountry,2016,8,11,No
552,649,ARB/16/26,Oleovest Pte. Ltd.,Y,Republic of Indonesia,Concluded,Y,2016-08-10 00:00:00,Y,Indonesia,IDN,pycountry,2016,8,10,No
553,650,ARB/16/25,Raymond Charles Eyre and Montrose Developments (Private) Limited,Y,Democratic Socialist Republic of Sri Lanka,Concluded,Y,2016-08-04 00:00:00,Y,Sri Lanka,LKA,pycountry,2016,8,4,No
554,652,ARB/16/24,"ČEZ, a.s.",Y,Republic of Bulgaria,Pending,Y,2016-07-26 00:00:00,Y,Bulgaria,BGR,pycountry,2016,7,26,No
555,654,ARB/16/23,"Agroinsumos Ibero-Americanos, S.L. and others",Y,Bolivarian Republic of Venezuela,Concluded,Y,2016-07-25 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2016,7,25,No
556,658,ARB/16/22,Prime Energy Resources Development B.V. (formerly Shell Philippines Exploration B.V.),Y,Republic of the Philippines,Pending,Y,2016-07-20 00:00:00,Y,Philippines,PHL,pycountry,2016,7,20,Yes
557,659,ARB/16/21,TransCanada Corporation and TransCanada PipeLines Limited,Y,United States of America,Concluded,Y,2016-07-15 00:00:00,Y,United States,USA,pycountry,2016,7,15,Yes
558,660,ARB/16/20,Iskandar Safa and Akram Safa,Y,Hellenic Republic,Concluded,Y,2016-07-05 00:00:00,Y,Greece,GRC,pycountry,2016,7,5,No
559,662,ARB/16/19,"Nova Group Investments, B.V.",Y,Romania,Concluded,Y,2016-07-05 00:00:00,Y,Romania,ROU,pycountry,2016,7,5,No
560,663,ARB/16/18,Infracapital F1 S.à r.l. and Infracapital Solar B.V.,Y,Kingdom of Spain,Concluded,Y,2016-06-29 00:00:00,Y,Spain,ESP,pycountry,2016,6,29,No
561,667,ARB/16/17,Sun-Flower Olmeda GmbH & Co KG and others,Y,Kingdom of Spain,Concluded,Y,2016-06-28 00:00:00,Y,Spain,ESP,pycountry,2016,6,28,No
562,669,ARB/16/16,Global Telecom Holding S.A.E. ,Y,Canada,Concluded,Y,2016-06-06 00:00:00,Y,Canada,CAN,pycountry,2016,6,6,No
563,672,UNCT/02/1,United Parcels Service of America Inc.,Y,Canada,Concluded,Y,2000-04-19 00:00:00,Y,Canada,CAN,pycountry,2000,4,19,No
564,673,ARB(AF)/16/2,Lao Holdings N.V.,Y,Lao People’s Democratic Republic,Pending,Y,2016-05-27 00:00:00,Y,Laos,,alias,2016,5,27,No
565,674,CONC/16/1,Xenofon Karagiannis,Y,Republic of Albania,Pending,Y,2016-05-16 00:00:00,Y,Albania,ALB,pycountry,2016,5,16,No
566,675,ARB(AF)/16/1,Luis García Armas,Y,Bolivarian Republic of Venezuela,Concluded,Y,2016-05-05 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2016,5,5,No
567,676,ARB/16/15,AngloGold Ashanti (Ghana) Limited,Y,Republic of Ghana,Concluded,Y,2016-05-02 00:00:00,Y,Ghana,GHA,pycountry,2016,5,2,Yes
568,677,ARB/16/14,"ENGIE SA, GDF International SAS and ENGIE International Holdings BV",Y,Hungary,Concluded,Y,2016-04-20 00:00:00,Y,Hungary,HUN,pycountry,2016,4,20,Yes
569,678,ARB/16/13,Dominion Minerals Corp.,Y,Republic of Panama,Concluded,Y,2016-04-15 00:00:00,Y,Panama,PAN,pycountry,2016,4,15,Yes
570,680,UNCT/07/1,Merrill & Ring Forestry L.P.,Y,Canada,Concluded,Y,2006-12-27 00:00:00,Y,Canada,CAN,pycountry,2006,12,27,No
571,681,ARB/16/12,Alhambra Resources Ltd. and Alhambra Coӧperatief U.A.,Y,Republic of Kazakhstan,Pending,Y,2016-04-05 00:00:00,Y,Kazakhstan,KAZ,pycountry,2016,4,5,Yes
572,685,ARB/16/11,"Société Resort Company Invest Abidjan, Stanislas Citerici and Gérard Bot",Y,Republic of Côte d'Ivoire,Concluded,Y,2016-03-29 00:00:00,Y,Côte d'Ivoire,CIV,pycountry,2016,3,29,No
573,686,ARB/16/10,Kunsttrans Holding GmbH and Kunsttrans d.o.o. Beograd,Y,Republic of Serbia,Concluded,Y,2016-03-28 00:00:00,Y,Serbia,SRB,pycountry,2016,3,28,No
574,687,ARB/16/9,Italba Corporation,Y,Oriental Republic of Uruguay,Concluded,Y,2016-03-24 00:00:00,Y,Uruguay,URY,embedded_pycountry,2016,3,24,No
575,689,ARB/16/8,Zbigniew Piotr Grot and others,Y,Republic of Moldova,Concluded,Y,2016-03-21 00:00:00,Y,"Moldova, Republic of",MDA,pycountry,2016,3,21,No
576,690,ARB/16/7,Attila Doğan Construction & Installation Co. Inc.,Y,Sultanate of Oman,Concluded,Y,2016-03-21 00:00:00,Y,Oman,OMN,pycountry,2016,3,21,Yes
577,692,ARB/16/6,Glencore International A.G. and C.I. Prodeco S.A.,Y,Republic of Colombia,Concluded,Y,2016-03-16 00:00:00,Y,Colombia,COL,pycountry,2016,3,16,Yes
578,694,ARB/16/5,"ESPF Beteiligungs GmbH, ESPF Nr. 2 Austria Beteiligungs GmbH, and InfraClass Energie 5 GmbH & Co. KG",Y,Italian Republic,Concluded,Y,2016-03-08 00:00:00,Y,Italy,ITA,pycountry,2016,3,8,No
579,696,ARB/16/4,Eurus Energy Holdings Corporation,Y,Kingdom of Spain,Concluded,Y,2016-03-01 00:00:00,Y,Spain,ESP,pycountry,2016,3,1,No
580,699,ARB/16/3,Veolia Environnement S.A. and others,Y,Republic of Lithuania,Concluded,Y,2016-02-10 00:00:00,Y,Lithuania,LTU,pycountry,2016,2,10,No
581,700,ARB/16/2,Champion Holding Company and others,Y,Arab Republic of Egypt,Concluded,Y,2016-01-28 00:00:00,Y,Egypt,EGY,pycountry,2016,1,28,No
582,701,ARB/16/1,Al Jazeera Media Network,Y,Arab Republic of Egypt,Concluded,Y,2016-01-20 00:00:00,Y,Egypt,EGY,pycountry,2016,1,20,No
583,702,ARB(AF)/15/2,Lion Mexico Consolidated L.P.,Y,United Mexican States,Concluded,Y,2015-12-23 00:00:00,Y,Mexico,MEX,pycountry,2015,12,23,No
584,703,ARB/15/50,Eskosol S.p.A. in liquidazione,Y,Italian Republic,Concluded,Y,2015-12-22 00:00:00,Y,Italy,ITA,pycountry,2015,12,22,No
585,704,ARB/15/49,Theodoros Adamakopoulos and others,Y,Republic of Cyprus,Concluded,Y,2015-12-17 00:00:00,Y,Cyprus,CYP,pycountry,2015,12,17,No
586,705,ARB/15/48,"Abertis Infraestructuras, S.A.",Y,Argentine Republic,Concluded,Y,2015-12-17 00:00:00,Y,Argentina,ARG,pycountry,2015,12,17,No
587,706,ARB/15/47,ArcelorMittal S.A.,Y,Arab Republic of Egypt,Concluded,Y,2015-12-09 00:00:00,Y,Egypt,EGY,pycountry,2015,12,9,No
588,707,ARB/15/46,BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL,Y,Republic of Guinea,Concluded,Y,2015-11-25 00:00:00,Y,Guinea,GIN,pycountry,2015,11,25,Yes
589,708,ARB/15/45,Landesbank Baden-Württemberg and others,Y,Kingdom of Spain,Pending,Y,2015-11-12 00:00:00,Y,Spain,ESP,pycountry,2015,11,12,No
590,709,ARB/15/44,Watkins Holdings S.à r.l. and others,Y,Kingdom of Spain,Concluded,Y,2015-11-04 00:00:00,Y,Spain,ESP,pycountry,2015,11,4,No
591,713,ARB/15/43,State General Reserve Fund of the Sultanate of Oman,Y,Republic of Bulgaria,Concluded,Y,2015-10-22 00:00:00,Y,Bulgaria,BGR,pycountry,2015,10,22,No
592,714,ARB/15/42,Hydro Energy 1 S.à r.l. and Hydroxana Sweden AB,Y,Kingdom of Spain,Concluded,Y,2015-10-19 00:00:00,Y,Spain,ESP,pycountry,2015,10,19,No
593,716,ARB/15/41,Standard Chartered Bank (Hong Kong) Limited,Y,United Republic of Tanzania,Concluded,Y,2015-09-30 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2015,9,30,No
594,717,ARB/15/40,Belenergia S.A.,Y,Italian Republic,Concluded,Y,2015-09-22 00:00:00,Y,Italy,ITA,pycountry,2015,9,22,No
